username,date,text ,sentimentvalue,catergory
katyperry,9/15/2018 2:01,Welcome to your freedom years Miss cleowade Privileged to be living in the same lifetime my queen maskdelis  Orleans Louisiana ,0.312121212,positive
katyperry,9/11/2018 20:59,What s the difference between a piano and a fish? You can t tuna-fish  Hotel Downtown Los Angeles ,0,neutral
katyperry,9/11/2018 0:40,My dog has halitosis but secretly I love it. ,0.5,positive
katyperry,9/8/2018 0:07,ctrl alt delete it all ,0,neutral
katyperry,8/29/2018 21:50,name a more iconic duo... I ll wait ,0.5,positive
katyperry,8/29/2018 9:45,Couple O rugrats Nugget N Mighty ,0.4,positive
katyperry,8/28/2018 18:53,Well I ve penciled in MY birthday plans ! SO excited that two of my favorite bbs are hitting the road together! Catch my lil sprout  &  this fall at a city near you! ,0.375,positive
katyperry,8/27/2018 12:56,One year 6 continents 113 shows Witness: The Tour has been the most rewarding experience. I continue to be grateful that you let my music into your and minds. Now ,0.5,positive
katyperry,8/24/2018 8:52,No one has ever asked me to cut a large ribbon at an opening with oversized scissors and it makes me sad. I thought this is what popstars do. ,-0.142857143,negative
katyperry,8/20/2018 23:41,IT S THE LAST NIGHT OF #WITNESSTHETOUR Y ALL! 113 shows with perfect attendance! Grateful for everyone s love & support all year... #resilient ,0.5,positive
katyperry,8/20/2018 20:50,If you boil sparkling water will it become flat ,-0.025,negative
katyperry,8/20/2018 10:54,San Diego I m coming with a larger than life show for you! New set new costumes MEGA drama! I ll be there to perform on Sunday 9/16 at 7:30p. Get your exclusive Katy Perry Cares pass (benefiting  ) to KAABOO for only $89 to see my show! ,0.076704545,positive
katyperry,8/20/2018 6:58,One of my favorite moments on this leg is being able to FINALLY visit  and bring my tour I have looked out the window of my various hotel rooms for over 10 years dreaming ,0.25,positive
katyperry,8/19/2018 1:28,Guys when the robots take over just tell them to calculate Pi ok ,0.5,positive
katyperry,8/18/2018 8:45,God is in the details timsek  Hyatt Sydney ,0,neutral
katyperry,8/18/2018 3:19,The end of tour tattoo tradition continues with #4 by the gentle precisionist  The planet in the middle is Saturn as this journey has taught me many lessons with a few ,0.233333333,positive
katyperry,8/16/2018 8:59,Happiest birthday to my favorite Queen and constant chameleon  ,0.25,positive
katyperry,8/15/2018 1:24,hello send a link to cow suit pls ,-0.133333333,negative
katyperry,8/14/2018 20:15,Just a couple of lemon drops RG:    lemon! ,1,positive
katyperry,8/13/2018 10:12,You know I love a ride to a show. Excited to join  and the  for the Open Streets Festival & Celebrate LA! a free concert  on Sun 9/30! Tix available via online sweepstakes beginning 8/20. ,0.355,positive
katyperry,8/12/2018 6:18,One shoe can change your life -Cinderella   Australia ,0,neutral
katyperry,8/11/2018 0:18,ilysm ,0,neutral
katyperry,8/9/2018 19:57,BRISBANE! I ll be swinging by the Westfield Carindale before my show tonight! If you re nearby around 2pm come say hello to me and my ...and if you re not nearby we ll be doin this one ,0,neutral
katyperry,8/7/2018 14:02,... and hilarious too! Never grow up  ,0.625,positive
katyperry,8/6/2018 19:12,Face it - it's always a good time to put your best foot forward   Queensland Australia ,0.85,positive
katyperry,8/6/2018 9:11,Are you America's next in the rough? Take that brave step towards a magical future! It's that time again - the  is rolling through! Get more info at ,0.304166667,positive
katyperry,8/5/2018 9:26,CELINE DION SHOWED ME HOW TO DO THE FAMOUS CHEST SLAP AND I DID IT TO HER WHILE SINGING FIREWORK AND I BECAME A FIREWORK  Victoria Australia ,0.5,positive
katyperry,8/4/2018 19:37,OY MELBOURNE! I ll be making a pit stop at the Westfield Southland  around 2p for a mall snack + to show off my  before my show tonight. Will I see u there? ,0,neutral
katyperry,8/1/2018 21:08,The Power Of The Internet #helpGracemeetKatyPerry ,0,neutral
katyperry,7/30/2018 2:09,thought i looked cute but I might delete  South Australia ,0.5,positive
katyperry,7/30/2018 0:41,Mark your calendars! Only 100 days until the mid-term elections! Are you planning to use your voice and vote? If you re not registered yet my friends at  make it easy to do it online : ,0.216666667,positive
katyperry,7/28/2018 20:14,ADELAIDE! Keep ur peeled around 2pm if you re near the Westfield Marion  ....I may be investigating my  ,0.1,positive
katyperry,7/28/2018 10:13,just in case you forgot im still on tour and tonight was show 100 #witnessthetour  Entertainment Centre ,0,neutral
katyperry,7/27/2018 22:14,my thoughts exactly (sent to me by my girl cyn she knows)  South Australia ,0.25,positive
katyperry,7/27/2018 21:35,Who Is America by  is the BEST and most worrisome thing on television ,0.75,positive
katyperry,7/27/2018 4:37,i d like u to kno murray smelled like a spa cause he eats eucalyptus leaves all day #clelandwildlifepark  Wildlife Park ,0,neutral
katyperry,7/26/2018 16:54,Who is she? Find out in  on newsstands now ,0,neutral
katyperry,7/24/2018 21:13,PERTH! Whatcha doin around 2pm? I may or may not do a quick pump through at the Westfield Carousel  before my show tonight to check out my  ,0.333333333,positive
katyperry,7/24/2018 21:02,love & strength to you  we re all here for you baby girl ,0.5,positive
katyperry,7/19/2018 15:01,VOGUE AUSTRALIA AUGUST 2018  ,0,neutral
katyperry,7/4/2018 21:24,so grateful ,0,neutral
katyperry,7/3/2018 12:50,My was touched by Carter's story. If you're able pls help w/ his chance to defeat Childhood Alzheimer's. He's SO close to funding his clinical trial & I would love to see my KatyCats kick it over the goal & make that difference! I m donating now too! ,0.640625,positive
katyperry,6/22/2018 18:18,Was so proud to give the gift of #transcendentalmeditation to my tour mates last week lead by my beautiful friend  . We meditated as a group before our show in #Manchester tonight to reclaim the arena for JOY! AND IT WAS JOYFUL. #WitnessTheTour ,0.6625,positive
katyperry,6/22/2018 12:27,found my first skin tag today. I think I m an adult now. #TGIF ,0.175,positive
katyperry,6/20/2018 19:10,Never forget everyone was once a child. ,0,neutral
katyperry,6/20/2018 14:10,My Aussies & Kiwis ! For the FINALE of #WitnessTheTour (that's right shows #98-111 ) I'm bringing  to you in Perth Adelaide & Melbourne & then passing the to  in Sydney Brisbane & Auckland Pleased as punch to finally you ,0.261904762,positive
katyperry,6/15/2018 12:50,I you  and I you and I m singing this one for you tonight! ,0,neutral
katyperry,6/9/2018 7:02,Oi oi  remember when we locked ourselves in a room for a few days in Santa Barbara and wrote a rad song called POWER ?! Lest you forget... ,-0.25,negative
katyperry,6/8/2018 21:08,WITNESS IS ,0,neutral
katyperry,6/6/2018 10:11,IM SCREAMINGOSBEJRMF$&2 ,0,neutral
katyperry,6/4/2018 20:08,CALIFORNIANS! What s important to you? Is it gun violence? Immigration? Women s rights? Prison reform? The #CAPrimary is tomorrow 6/5. It s your chance to make your voice heard! Get informed & go Vote whatever u believe just exercise your right! ,0.428571429,positive
katyperry,6/2/2018 15:44,We just played our 80TH show for #WITNESSTHETOUR ... #andwedontstop #welloiledmachine #cookingwithgas ,0,neutral
katyperry,6/2/2018 8:35,bout to do Yoga to new Kanye record ,0.136363636,positive
katyperry,6/1/2018 10:58,Happy #PRIDE month. I see you and I love you ,0.65,positive
katyperry,6/1/2018 10:56,Imma #believer ,0,neutral
katyperry,6/1/2018 9:46,Here s something to believe in:  is really coming into her own and just put out a to one of my favorite songs she s written thus far! Has she made you a #Believer ?! LMK in the comments below #CYNNER ,0.3640625,positive
justinbieber,9/14/2018 14:26,,0,neutral
justinbieber,8/24/2018 11:08,The end is FIRES. What s not to love ,0.5,positive
justinbieber,8/17/2018 14:53,Meet the newest Bieber my baby sister Bay Bieber ,0,neutral
justinbieber,8/17/2018 14:52,Make sure you guys go see #CrazyRichAsians this weekend! So good. Congrats  ,0.6625,positive
justinbieber,8/10/2018 8:27,,0,neutral
justinbieber,8/7/2018 16:31,Just Skate ,0,neutral
justinbieber,7/30/2018 16:42,NO BRAINER out now ,0,neutral
justinbieber,7/11/2018 13:29,,0,neutral
justinbieber,7/11/2018 13:27,,0,neutral
justinbieber,7/11/2018 13:26,Thank you  ,0,neutral
justinbieber,6/18/2018 15:40,:) ,0.5,positive
justinbieber,6/5/2018 10:46,#cupidmovie ,0,neutral
narendramodi,9/29/2018 9:53,Talked at length about the measures taken for the welfare of the middle class while interacting with a BJP Karyakarta from Uttar Pradesh s Basti. ,0,neutral
narendramodi,9/29/2018 9:50,Had a wonderful interaction with  Karyakartas from Bilaspur Basti Dhanbad Chittorgarh and Mandsaur. Here are the highlights. ,1,positive
narendramodi,9/29/2018 6:31,Boosting infrastructure providing financial assistance to institutions building new world class centres of education and more. Here are some of the steps being taken by the Centre in the education sector. ,0.212121212,positive
narendramodi,9/29/2018 6:29,Encouraging innovation among young India. ,0.1,positive
narendramodi,9/29/2018 6:26,3 - - - ,0,neutral
narendramodi,9/29/2018 6:24,Sharing my remarks at the 'Conference on Academic Leadership on Education for Resurgence' held in Delhi. ,0,neutral
narendramodi,9/29/2018 4:27,Interacting with hardworking  Karyakartas of 5 Lok Sabha seats. Watch. ,0,neutral
narendramodi,9/28/2018 20:45,Looking forward to interacting with BJP Karyakartas from Bilaspur Basti Dhanbad Chittorgarh and Mandsaur Lok Sabha seats. The interaction which begins at 4:30 this evening can be watched on the Narendra Modi Mobile App. #MeraBoothSabseMazboot ,0,neutral
narendramodi,9/28/2018 20:41,At 10 AM this morning I will inaugurate the 'Conference on Academic Leadership on Education for Resurgence' in Delhi. This is a commendable effort aimed at further strengthening our education system. ,0,neutral
narendramodi,9/28/2018 7:46,At Jodhpur's Konark War Memorial paid homage to the brave soldiers who protect our nation. India will always be grateful to our armed forces. ,0.8,positive
narendramodi,9/28/2018 7:44,Today in Jodhpur I attended the Combined Commanders Conference. Also inaugurated the Parakram Parv through which we express gratitude to our armed forces for their invaluable contribution to our nation. ,0,neutral
narendramodi,9/28/2018 7:42,This video makes me happy- because of the stupendous efforts of the  team. But it is disappointing to see our mountains and lakes being dirtied like this. Let us pledge to keep our mountains and lakes clean. ,0.188888889,positive
narendramodi,9/28/2018 7:39,Pragati is a great example of how technology can bring a positive difference in the lives of many. ,0.509090909,positive
narendramodi,9/28/2018 7:39,Happy to see this. India needs cleaner coasts and the recent rise in cleanliness activities in coastal areas is a positive step. ,0.342424242,positive
narendramodi,9/28/2018 7:37,Great effort! Art is a fantastic means to spread awareness on cleanliness and I am glad children are doing this. My best wishes to them. ,0.725,positive
narendramodi,9/27/2018 19:09,Respected Lata Didi best wishes to you on your birthday. Your exceptional work spanning decades has endeared you to crores of Indians. You have always been passionate about our country s development. May you lead a long life filled with good health.  ,0.444444444,positive
narendramodi,9/27/2018 19:05,- - - Shaheed Bhagat Singh's valour motivates millions of Indians across generations. I bow to this proud son of India on his Jayanti and join my fellow citizens in remembering his heroic deeds that contributed to India s freedom. ,0.75,positive
narendramodi,9/27/2018 9:28,Saddened by the demise of former Gujarat Minister Shri Manoharsinh Jadeja Ji. Respected across party lines he made a mark as a dedicated legislator and good administrator. My thoughts are with his family and well wishers in this sad hour. ,0.066666667,positive
narendramodi,9/27/2018 7:39,Spoke to  and enquired about his wellbeing. Every Indian is praying for his quick recovery. I also compliment the teams that were involved in his rescue. I have fond memories of my meeting with Abhilash when he came with the team of INSV Tarini. ,0.333333333,positive
narendramodi,9/27/2018 7:18,The Airport is an inspiration for several other airports in how we can leverage the power of solar energy for a better tomorrow. ,0.125,positive
narendramodi,9/27/2018 7:18,Delighted that Cochin International Airport s remarkable usage of sustainable energy has been recognised and the Airport is a proud recipient of the  Champions of the Earth Awards. ,0.5625,positive
narendramodi,9/27/2018 7:17,I congratulate President  on getting the  Champions of the Earth Award. The honour is a fitting recognition for his work towards creating a cleaner and greener tomorrow. His role in strengthening the International Solar Alliance is also extremely commendable. ,0.125,positive
narendramodi,9/27/2018 7:15,I accept with all humility the Champions of the Earth Award and thank the  for conferring this honour. This Award is not for an individual but for the Indian tradition and value systems of living in harmony with nature and protecting the environment. ,0,neutral
narendramodi,9/26/2018 7:12,Joined the 29th Pragati session earlier today. We reviewed aspects relating to telecom railways roads Pradhan Mantri Khanij Kshetra Kalyan Yojana among other issues. Here are the highlights. ,-0.0625,negative
narendramodi,9/26/2018 6:36,Spoke to Himachal Pradesh CM  Ji and Punjab CM  Singh Ji regarding the flood situation in Himachal Pradesh and Punjab. Assured all possible support from the Centre in mitigating the situation arising due to heavy rains and floods. ,-0.108333333,negative
narendramodi,9/25/2018 19:49,Dear  congratulations on being conferred the Khel Ratna. As a batsman and Captain you have brought immense joy for the nation. Your popularity among young India is also tremendous. Best wishes for your future endeavours. ,0.372222222,positive
narendramodi,9/25/2018 19:48,Ms. S. Mirabai Chanu has been distinguishing herself in many sports tournaments both in India and across the world. Thanks to her skills and dedication this talented weightlifter is an inspiration for all sports lovers. Congratulations to her on being conferred the Khel Ratna. ,0.466666667,positive
narendramodi,9/25/2018 19:46,I congratulate all the athletes and coaches who have been conferred the National Sports Awards. These awards are the result of years of hardwork dedication and excellence on the field. India is phenomenally proud of our sportspersons! ,1,positive
narendramodi,9/25/2018 19:44,Greetings to our former Prime Minister Dr. Manmohan Singh Ji on his birthday. I pray for Dr. Singh s long life and good health. ,0.216666667,positive
narendramodi,9/25/2018 6:47,Sharing my speech at the Karyakarta Mahakumbh in Bhopal. ,0,neutral
narendramodi,9/25/2018 6:41,It has been 17 years and counting the Congress has called me all sorts of names. The have heaped abuses even mocked my poverty. The more they abuse me the more the Lotus will shine! ,0.5625,positive
narendramodi,9/25/2018 6:40,,0,neutral
narendramodi,9/25/2018 6:37,,0,neutral
narendramodi,9/25/2018 6:36,We have also lost elections but we have never questioned the electoral process. We accepted the results introspected and emerged stronger. Congress refuses to do so which is why their presence across India is miniscule. People of India detest the arrogance of the Congress. ,0,neutral
narendramodi,9/25/2018 6:34,,0,neutral
narendramodi,9/25/2018 6:34,The  family is grateful to all our leaders and Karyakartas who have built the party brick by brick. Their stupendous efforts have endeared the BJP to people across India. ,0,neutral
narendramodi,9/25/2018 6:31,' ' ,0,neutral
narendramodi,9/25/2018 6:30,#KaryakartaMahakumbh ,0,neutral
narendramodi,9/24/2018 20:17,Looking forward to interacting with the hardworking Karyakartas of  at the #KaryakartaMahakumbh in Bhopal today. ,0,neutral
narendramodi,9/24/2018 20:14,Just doing my work and doing everything possible to do justice to the faith the people of India have put. Our only aim vision and mission is development! ,0,neutral
narendramodi,9/24/2018 20:05,Thank you! I am confident the Pakyong Airport will draw even more tourists to Sikkim and improve the local economy. ,0.333333333,positive
narendramodi,9/24/2018 20:02,Thanks Abhinav! I appreciate your optimism. As for healthcare I am personally committed to ensuring the poor neo-middle and middle classes get access to healthcare that is of top quality and is affordable. ,0.07,positive
narendramodi,9/24/2018 20:02,Thank you for the kind words. The scenery was so beautiful that I could not resist capturing some images and sharing them. ,0.725,positive
narendramodi,9/24/2018 20:01,It did startle me that for almost seven long decades a place like Sikkim did not have air connectivity. Glad that this has been corrected now. ,0.225,positive
narendramodi,9/24/2018 19:56,#NAME?,0,neutral
narendramodi,9/24/2018 4:52,Addressed a public meeting in Pakyong Sikkim. Talked about the numerous steps being taken for the transformation of the Northeast particularly towards improving connectivity infrastructure agriculture among other areas. Sharing my speech. ,0.010416667,positive
narendramodi,9/24/2018 4:49,In the Pakyong Airport Sikkim gets its first airport and India its one hundredth. Today is a momentous day for the aviation sector. Delighted to have inaugurated the airport in Sikkim. Come visit Sikkim and experience the beauty and hospitality of the state! ,0.5625,positive
narendramodi,9/23/2018 5:30,Serene and splendid! Clicked these pictures on the way to Sikkim. Enchanting and incredible! #IncredibleIndia ,1,positive
narendramodi,9/23/2018 4:25,Along with affordable healthcare the Government of India is also focussing on preventive healthcare. Emphasis is also being given towards enhancing human resource capabilities in the healthcare sector. ,0,neutral
narendramodi,9/23/2018 4:23,Expensive healthcare adversely affects the poor. Through PMJAY-Ayushman Bharat we want to strengthen the hands of the poor and stand shoulder to shoulder with them in pursuit of good health. That is why the scope of PMJAY-Ayushman Bharat is extensive. ,-0.12,negative
narendramodi,9/23/2018 4:19,Glad that #AyushmanBharat one of the largest healthcare initiatives globally is associated with two greats- Dr. Babasaheb Ambedkar and Pandit Deendayal Upadhyaya. On Ambedkar Jayanti wellness centres were launched and just before Deendayal Ji s Jayanti PMJAY begins. ,0.25,positive
narendramodi,9/23/2018 4:17,The launch of PMJAY- #AyushmanBharat will have a positive impact on the lives of 50 crore people of India. Such an initiative is unparalleled in terms of scale and extent. It shows our unwavering commitment to create a healthy India. ,0.242424242,positive
narendramodi,9/22/2018 21:29,After the programme in Jharkhand I will leave for Sikkim. In Sikkim I will be inaugurating the Pakyong Airport tomorrow which will improve connectivity and benefit the people of Sikkim. ,0,neutral
narendramodi,9/22/2018 21:26,I will be in Ranchi to mark the launch of PMJAY- Ayushman Bharat. During the programme foundation stones for medical colleges in Chaibasa and Koderma will be laid. Health and wellness centres will also be inaugurated. We are committed to building a healthy and fit India! ,0.333333333,positive
narendramodi,9/22/2018 21:24,Today is a historic day for India! We are launching the Pradhan Mantri Jan Arogya Yojana (PMJAY) which is a big step towards providing good quality and accessible healthcare to the poor of India. Over 10 crore families will benefit from this scheme. ,0.135,positive
narendramodi,9/22/2018 5:45,Addressed a massive public meeting in  . Talked at length about the efforts of the Central Government and the Chhattisgarh Government towards the welfare of the state s farmers youth and poor. Here is my speech. ,-0.1,negative
narendramodi,9/22/2018 4:27,Today Odisha got its second airport in Veer Surendra Sai Airport at Jharsuguda. It is a matter of immense joy for the state and I hope it enhances connectivity in the region. ,0.266666667,positive
narendramodi,9/22/2018 2:57,Creating a better future for Odisha's Yuva Shakti. ,0.25,positive
narendramodi,9/22/2018 2:46,Sharing my speech at the public meeting in Jharsuguda Odisha. ,0,neutral
narendramodi,9/22/2018 2:43,The Government of India is fully committed to the social empowerment of every Indian. ,0.033333333,positive
narendramodi,9/22/2018 2:42,The NDA Government is unwavering in its commitment to uplift the lives of the poor and the marginalised. Happy to see my sisters and brothers of Odisha benefitting due to various schemes and initiatives of the Central Government. ,0.055,positive
narendramodi,9/22/2018 2:40,Like other fertilizer plants across India the plant in Talcher did not receive adequate attention. The NDA Government has been at the forefront of reviving fertilizer plants thus benefitting the sector and boosting job opportunities for our Yuva Shakti. ,0.104166667,positive
narendramodi,9/22/2018 2:38,To come to Odisha is always a delight. This is a land blessed with immense natural beauty. It is also home to brave freedom fighters whose courage and patriotism inspires us all. ,0.3,positive
narendramodi,9/22/2018 2:35,I thank the people of Talcher for the exceptional support. ,0.666666667,positive
narendramodi,9/22/2018 2:33,Attended the programme to mark the starting of work to revive the fertilizer plant in Talcher. The failure to save this plant signifies the failure of those who ruled India for 60 years. Now this plant will showcase the success of the new work culture of new India. ,-0.01010101,negative
narendramodi,9/21/2018 17:54,Birthday greetings to Sikkim CM Shri Pawan Chamling Ji. For over two decades he s been tirelessly working for Sikkim s growth. I pray for his long and healthy life.  ,0.225,positive
narendramodi,9/21/2018 7:32,Glad to be visiting Chhattisgarh tomorrow. I shall be in Janjgir Champa where I will lay the foundation stone for highway projects and a railway line. I would also visit exhibitions on handloom and agriculture sectors where Chhattisgarh has done well under  Ji. ,0.5,positive
narendramodi,9/21/2018 7:31,Various projects including the Garjanbahal coal mines and the Jharsuguda-Barapali-Sardega rail link will be dedicated to the nation. The projects in Odisha will benefit the energy sector and enhance connectivity. ,0,neutral
narendramodi,9/21/2018 7:30,I look forward to being with my sisters and brothers of Odisha tomorrow. I would visit Talcher to join the programme marking the commencement of work in the Talcher Fertilizer Plant. I will also be in Jharsuguda to inaugurate the local airport. ,0,neutral
narendramodi,9/21/2018 7:18,Excellent! Efforts such as these will go a long way in ensuring cleaner cities. ,0.316666667,positive
narendramodi,9/21/2018 7:16,ASHA workers do so much for India. It is important to encourage and appreciate them which we are doing. ,0.3,positive
narendramodi,9/21/2018 7:15,VIP EPI - Every Person is Important. ,0.4,positive
narendramodi,9/21/2018 7:14,- ,0,neutral
narendramodi,9/21/2018 7:13,,0,neutral
narendramodi,9/21/2018 7:12,,0,neutral
narendramodi,9/21/2018 7:11,,0,neutral
narendramodi,9/21/2018 7:10,,0,neutral
narendramodi,9/21/2018 2:30,We have fond memories of his great friendship for India and his successful state visit in March this year. ,0.775,positive
narendramodi,9/21/2018 2:30,Deepest and heartfelt condolences to the Party nation and people of Vietnam and to the family of Member of the Politburo and President of the Socialist Republic of Vietnam H.E. Mr. Tr n Dai Quang. ,0,neutral
narendramodi,9/20/2018 21:08,The #MannKiBaat programme this month will take place on 30th. I request you all to share your thoughts and ideas for the same. Do so on the Narendra Modi Mobile App or dial 1800-11-7800 and record your message. You can also write on the MyGov Open Forum. ,0,neutral
narendramodi,9/20/2018 7:10,Dear  Ji I pray for your good health and wellbeing. ,0.7,positive
narendramodi,9/20/2018 7:09,The upcoming convention centre will make India a hub for various meetings conventions and conferences. This will lead to more opportunities for our industry and boost the tourism sector as well. Sharing my remarks during the programme today. ,0.25,positive
narendramodi,9/20/2018 7:08,Travelled on the Delhi Metro to Dwarka and on the way back. I had gone there to lay the foundation stone for a state of the art convention centre. Here are pictures from the Metro. ,0,neutral
narendramodi,9/20/2018 7:05,Had an excellent interaction with ASHA workers from all over the country. It was wonderful to know about their life journeys and the inspiring work they do. ,0.833333333,positive
narendramodi,9/20/2018 7:02,Manipur's efforts towards cleanliness are commendable. Under your leadership the state is scaling new heights of progress. Best wishes to you and your team.  ,0.568181818,positive
narendramodi,9/20/2018 7:02,Achyuta Ji I thank the Kalinga Institute of Social Sciences for the good wishes. I would also like to appreciate you and your entire team for the stupendous work you are doing to further education and the support you have extended to the Swachh Bharat Mission. ,0.183333333,positive
narendramodi,9/20/2018 7:01,Happy to see this. Congratulations to the people of Puducherry. ,0.8,positive
narendramodi,9/20/2018 7:00,Commendable work! ,0,neutral
narendramodi,9/20/2018 7:00,Young India leading the way...brilliant! ,0.125,positive
narendramodi,9/20/2018 7:00,These are the people who have an indelible contribution in the making of a New India. I learn a lot when I interact with them. ,0.136363636,positive
narendramodi,9/20/2018 6:59,Their work is deeply appreciated by 125 crore Indians. ,0.2,positive
narendramodi,9/20/2018 6:59,Absolutely. ,0.2,positive
narendramodi,9/19/2018 7:58,Anganwadi workers have a vital role in India s development. During today s interaction we spoke about aspects relating to nutrition welfare of children and healthcare among more issues. ,0.3,positive
narendramodi,9/19/2018 7:56,Had a delightful interaction with Anganwadi workers from all over India. They were extremely happy with the recent announcement of various incentives for their welfare. ,0.45,positive
narendramodi,9/19/2018 7:49,Held extensive talks with President  . We assessed the ground covered in India-Afghanistan relations. There were also deliberations on economic and cultural ties between our nations. ,0.1,positive
narendramodi,9/19/2018 7:47,Excellent! More power to our Yuva Shakti which is at the forefront of creating a Clean India. ,0.622222222,positive
narendramodi,9/19/2018 7:46,Wonderful effort in Jharkhand! ,1,positive
narendramodi,9/19/2018 7:45,! ,0,neutral
narendramodi,9/19/2018 7:44,The affection of the people of Varanasi draws me there. Always a delight to visit. ,0,neutral
narendramodi,9/19/2018 7:44,Yes indeed. Varanasi's development in the last four years has been commendable. It has been extensive and covered all sections of society. ,0,neutral
narendramodi,9/19/2018 7:43,Touched by the gesture. Thank you and best wishes for your future endeavours. ,0.5,positive
narendramodi,9/18/2018 7:31,During a programme earlier today PM Sheikh Hasina and I via video conference unveiled the plaques marking the ground breaking of two important projects. These projects will add more vigour to India-Bangladesh ties. ,0.3,positive
narendramodi,9/18/2018 6:50,Some more pictures from Kashi. ,0.5,positive
narendramodi,9/18/2018 6:46,Bringing a positive difference in the lives of our hardworking weavers and the handicrafts sector. ,0.227272727,positive
narendramodi,9/18/2018 6:45,,0,neutral
narendramodi,9/18/2018 6:45,BHU 21 ,0,neutral
narendramodi,9/18/2018 6:45,Kashi is emerging as a health hub. This augurs well for people living in nearby districts. ,0,neutral
narendramodi,9/18/2018 6:44,,0,neutral
