username,date,text,sentimentvalue,catergory,
realDonaldTrump,6/2/2018 9:28,pic.twitter.com/8lI2lomGkh,0,neutral,
realDonaldTrump,6/2/2018 9:13,Now this is a record that will never be broken! https:// twitter.com/pgatour/status /996846314028716032 â€¦,-0.5,negative,
realDonaldTrump,6/2/2018 5:40,....â€œ$17 million spent  itâ€™s a scam Investigation. Americans are being worked. We now know there was Russian collusion  with Russians and the Democrats. The Mueller team is stacked with anti-Trumpers  who actually represented Clinton people (& gave $â€™s to Crooked H).â€ Dan Bongino,-0.025,negative,
realDonaldTrump,6/2/2018 5:06,â€œJohn Brennan  no single figure in American history has done more to discredit the intelligence community than this liar. Not only is he a liar  heâ€™s a liar about being a liar.â€ Dan Bongino on @foxandfriends,0.133928571,positive,
realDonaldTrump,6/2/2018 4:40,â€œWe ran out of words to describe how good the jobs numbers are.â€ Neil Irwin of the @nytimes .,0.7,positive,
realDonaldTrump,6/3/2018 10:34,Mark Penn â€œWhy are there people from the Clinton Foundation on the Mueller Staff? Why is there an Independent Counsel? To go after people and their families for unrelated offenses...Constitution was set up to prevent this...Stormtrooper tactics almost.â€ A disgrace!,0,neutral,
realDonaldTrump,6/3/2018 6:34,....Paul Manafort came into the campaign very late and was with us for a short period of time (he represented Ronald Reagan  Bob Dole & many others over the years)  but we should have been told that Comey and the boys were doing a number on him  and he wouldnâ€™t have been hired!,0.078333333,positive,
realDonaldTrump,6/3/2018 6:25,As only one of two people left who could become President  why wouldnâ€™t the FBI or Department of â€œJusticeâ€ have told me that they were secretly investigating Paul Manafort (on charges that were 10 years old and had been previously dropped) during my campaign? Should have told me!,-0.101666667,negative,
realDonaldTrump,6/3/2018 5:59,Jesse Watters â€œThe only thing Trump obstructed was Hillary getting to the White House.â€ So true!,0.145833333,positive,
realDonaldTrump,6/4/2018 13:42,In many ways this is the greatest economy in the HISTORY of America and the best time EVER to look for a job!,0.833333333,positive,
realDonaldTrump,6/4/2018 13:41,The Fake News Media is desperate to distract from the economy and record setting economic numbers and so they keep talking about the phony Russian Witch Hunt.,-0.225,negative,
realDonaldTrump,6/4/2018 12:05,#500Days of American Greatness: http:// 45.wh.gov/gNWs8u pic.twitter.com/1VCeoTk1cI,0,neutral,
realDonaldTrump,6/4/2018 7:01,The appointment of the Special Counsel is totally UNCONSTITUTIONAL! Despite that  we play the game because I  unlike the Democrats  have done nothing wrong!,-0.166964286,negative,
realDonaldTrump,6/4/2018 6:47,Farmers have not been doing well for 15 years. Mexico  Canada  China and others have treated them unfairly. By the time I finish trade talks  that will change. Big trade barriers against U.S. farmers  and other businesses  will finally be broken. Massive trade deficits no longer!,-0.205,negative,
realDonaldTrump,6/4/2018 5:43,The U.S. has made such bad trade deals over so many years that we can only WIN!,0.16,positive,
realDonaldTrump,6/4/2018 5:41,China already charges a tax of 16% on soybeans. Canada has all sorts of trade barriers on our Agricultural products. Not acceptable!,0,neutral,
realDonaldTrump,6/4/2018 5:35,As has been stated by numerous legal scholars  I have the absolute right to PARDON myself  but why would I do that when I have done nothing wrong? In the meantime  the never ending Witch Hunt  led by 13 very Angry and Conflicted Democrats (& others) continues into the mid-terms!,-0.104464286,negative,
realDonaldTrump,6/4/2018 5:20,â€œThis is the best time EVER to look for a job.â€ James Freeman of WSJ.,1,positive,
realDonaldTrump,6/4/2018 5:18,....We had Repeal & Replace done (and the saving to our country of one trillion dollars) except for one person  but it is getting done anyway. Individual Mandate is gone and great  less expensive plans will be announced this month. Drug prices coming down & Right to Try!,0.055820106,positive,
realDonaldTrump,6/4/2018 4:35,This is my 500th. Day in Office and we have accomplished a lot - many believe more than any President in his first 500 days. Massive Tax & Regulation Cuts  Military & Vets  Lower Crime & Illegal Immigration  Stronger Borders  Judgeships  Best Economy & Jobs EVER  and much more...,0.261111111,positive,
realDonaldTrump,6/5/2018 13:37,pic.twitter.com/4OjDqTMEIx,0,neutral,
realDonaldTrump,6/5/2018 13:07,Imagine how much wasteful spending weâ€™d save if we didnâ€™t have Chuck and Nancy standing in our way! For years  Democrats in Congress have depleted our military and busted our budgets on needless spending  and to what end? No more.,-0.15,negative,
realDonaldTrump,6/5/2018 13:06,The HISTORIC Rescissions Package weâ€™ve proposed would cut $15 000 000 000 in Wasteful Spending! We are getting our government back on track.,0,neutral,
realDonaldTrump,6/5/2018 6:55,Terrific new book out by the wonderful Harris Faulkner  â€œ9 Rules of Engagement.â€ Harris shares lessons from a military family. Enjoy!,0.307272727,positive,
realDonaldTrump,6/5/2018 6:49,Senator @RogerWicker of Mississippi has done everything necessary to Make America Great Again! Get out and vote for Roger  he has my total support!,0.333333333,positive,
realDonaldTrump,6/5/2018 6:44,Vote for Congressman Devin Nunes  a true American Patriot the likes of which we rarely see in our modern day world....he truly loves our country and deserves everyoneâ€™s support!,0.225,positive,
realDonaldTrump,6/5/2018 6:09,Get the vote out in California today for Rep. Kevin McCarthy and all of the great GOP candidates for Congress. Keep our country out of the hands of High Tax  High Crime Nancy Pelosi.,0.373333333,positive,
realDonaldTrump,6/5/2018 6:02,In High Tax  High Crime California  be sure to get out and vote for Republican John Cox for Governor. He will make a BIG difference!,0.205,positive,
realDonaldTrump,6/5/2018 4:58,Separating families at the Border is the fault of bad legislation passed by the Democrats. Border Security laws should be changed but the Dems canâ€™t get their act together! Started the Wall.,-0.875,negative,
realDonaldTrump,6/5/2018 4:50,.... @NASCAR and Champion @MartinTruex_Jr were recently at the White House. It was a great day for a great sport!,0.45,positive,
realDonaldTrump,6/5/2018 4:34,Meeting in Singapore with North Korea will hopefully be the start of something big...we will soon see!,0,neutral,
realDonaldTrump,6/5/2018 4:31,The Russian Witch Hunt Hoax continues  all because Jeff Sessions didnâ€™t tell me he was going to recuse himself...I would have quickly picked someone else. So much time and money wasted  so many lives ruined...and Sessions knew better than most that there was No Collusion!,0.279761905,positive,
realDonaldTrump,6/5/2018 4:21,We have had many Championship teams recently at the White House including the Chicago Cubs  Houston Astros  Pittsburgh Penguins  New England Patriots  Alabama and Clemson National Champions  and many others. National Anthem & more great music today at 3:00 P.M.,0.348051948,positive,
realDonaldTrump,6/5/2018 4:08,We will proudly be playing the National Anthem and other wonderful music celebrating our Country today at 3 P.M.  The White House  with the United States Marine Band and the United States Army Chorus. Honoring America! NFL  no escaping to Locker Rooms!,0.41875,positive,
realDonaldTrump,6/5/2018 3:51,The U.S. has an increased economic value of more than 7 Trillion Dollars since the Election. May be the best economy in the history of our country. Record Jobs numbers. Nice!,0.6125,positive,
realDonaldTrump,6/5/2018 3:38,What is taking so long with the Inspector Generalâ€™s Report on Crooked Hillary and Slippery James Comey. Numerous delays. Hope Report is not being changed and made weaker! There are so many horrible things to tell  the public has the right to know. Transparency!,-0.017857143,negative,
realDonaldTrump,6/4/2018 19:55,The Philadelphia Eagles Football Team was invited to the White House. Unfortunately  only a small number of players decided to come  and we canceled the event. Staying in the Locker Room for the playing of our National Anthem is as disrespectful to our country as kneeling. Sorry!,-0.21875,negative,
realDonaldTrump,6/4/2018 18:10,Big Supreme Court ruling for Baker just out!,0,neutral,
realDonaldTrump,6/6/2018 14:41,Thank you to everyone at @FEMA HQ for todayâ€™s briefing on preparations for the upcoming hurricane season. Disaster response and recovery is best achieved when itâ€™s federally supported  state managed  and locally executed â€“ this is the successful model we will continue to build. https:// twitter.com/dhsgov/status/ 1004428874221056002 â€¦,0.583333333,positive,
realDonaldTrump,6/6/2018 13:09,We must always protect those who protect us. Today  it was my great honor to sign the #VAMissionAct and to make Veterans Choice the permanent law of the land! http:// 45.wh.gov/dyWJNq pic.twitter.com/4OsUDWIzwo,1,positive,
realDonaldTrump,6/6/2018 12:37,Today we mark another milestone: the 74th anniversary of #DDay   the Allied invasion of Normandy. On June 6  1944  more than 70 000 brave young Americans charged out of landing craft  jumped out of airplanes  and stormed into hell... pic.twitter.com/zV8pqoVG9h,0.466666667,positive,
realDonaldTrump,6/6/2018 7:43,Congratulations to Dana Rohrabacher on his big California win. We are proud of you Dana!,0.6,positive,
realDonaldTrump,6/6/2018 7:04,Many more Republican voters showed up yesterday than the Fake News thought possible. The political pundits just donâ€™t get what is going on out there - or they do get it but refuse to report the facts! Remember  Dems are High Tax  High Crime  easy to beat!,0.170208333,positive,
realDonaldTrump,6/6/2018 6:54,...Four reporters spotted Melania in the White House last week walking merrily along to a meeting. They never reported the sighting because it would hurt the sick narrative that she was living in a different part of the world  was really ill  or whatever. Fake News is really bad!,-0.369897959,negative,
realDonaldTrump,6/6/2018 6:48,The Fake News Media has been so unfair  and vicious  to my wife and our great First Lady  Melania. During her recovery from surgery they reported everything from near death  to facelift  to left the W.H. (and me) for N.Y. or Virginia  to abuse. All Fake  she is doing really well!,-0.122222222,negative,
realDonaldTrump,6/6/2018 6:37,Gold Star father  Ceejay Metcalf  whose great son Michael was just honored at the White House  was fantastic this morning on @foxandfriends . He is a special man!,0.411607143,positive,
realDonaldTrump,6/6/2018 6:16,Great night for Republicans! Congratulations to John Cox on a really big number in California. He can win. Even Fake News CNN said the Trump impact was really big  much bigger than they ever thought possible. So much for the big Blue Wave  it may be a big Red Wave. Working hard!,0.087339744,positive,
realDonaldTrump,6/5/2018 21:02,Mitch McConnell announced he will cancel the Senateâ€™s August Recess. Great  maybe the Democrats will finally get something done other than their acceptance of High Crime and High Taxes. We need Border Security!,0.207,positive,
realDonaldTrump,6/5/2018 18:33,....The greatest Witch Hunt in political history!,0.5,positive,
realDonaldTrump,6/5/2018 18:27,...This is a level of criminality beyond the pale. This is such a grave abuse of power and authority  itâ€™s like nothing else weâ€™ve seen in our history. This makes the Nixon Watergate burglary look like keystone cop stuff,-0.105,negative,
realDonaldTrump,6/5/2018 18:23,Chris Farrell  Judicial Watch. â€œThey were running an operation to undermine a candidate for President of the U.S. These are all violations of law. This is intelligence tradecraft to steer an election. Thereâ€™s nothing more grave when it comes to abuse of our intelligence system...,0.5,positive,
realDonaldTrump,6/5/2018 18:02,Great interview by @LouDobbs with Chris Farrell of Judicial Watch concerning the governments counter-intelligence operation into the Trump Campaign. SPYGATE at the highest level. Who would believe?,0.8,positive,
realDonaldTrump,6/5/2018 17:37,Wow  Strzok-Page  the incompetent & corrupt FBI lovers  have texts referring to a counter-intelligence operation into the Trump Campaign dating way back to December  2015. SPYGATE is in full force! Is the Mainstream Media interested yet? Big stuff!,-0.008928571,negative,
realDonaldTrump,6/7/2018 16:44,Prime Minister Trudeau is being so indignant  bringing up the relationship that the U.S. and Canada had over the many years and all sorts of other things...but he doesnâ€™t bring up the fact that they charge us up to 300% on dairy â€” hurting our Farmers  killing our Agriculture!,0.171875,positive,
realDonaldTrump,6/7/2018 15:04,Please tell Prime Minister Trudeau and President Macron that they are charging the U.S. massive tariffs and create non-monetary barriers. The EU trade surplus with the U.S. is $151 Billion  and Canada keeps our farmers and others out. Look forward to seeing them tomorrow.,0,neutral,
realDonaldTrump,6/7/2018 13:02,Great day of meetings with Prime Minister @AbeShinzo of Japan! pic.twitter.com/uKcdA8RxoN,1,positive,
realDonaldTrump,6/7/2018 12:55,PM Abe and I are also working to improve the trading relationship between the U.S. and Japan  something we have to do. The U.S. seeks a bilateral deal with Japan that is based on the principle of fairness and reciprocity. Weâ€™re working hard to reduce our trade imbalance... pic.twitter.com/pnqEHoplk0,-0.291666667,negative,
realDonaldTrump,6/7/2018 12:51,Today  I am greatly honored to welcome my good friend  PM Abe of Japan to the @WhiteHouse . Over the past 16 months the Prime Minister and I have worked closely together to address common challenges  of which there are many... pic.twitter.com/sNlmdd6fgm,0.375,positive,
realDonaldTrump,6/7/2018 10:20,Itâ€™s my great honor to welcome Prime Minister @AbeShinzo back to the @WhiteHouse ! pic.twitter.com/6yCxud2jAN,0.533333333,positive,
realDonaldTrump,6/7/2018 8:50,â€œ$3 billion payoff: 101 utilities cut rates  credit GOP tax cutsâ€ https://www. washingtonexaminer.com/washington-sec rets/3-billion-payoff-101-utilities-cut-rates-credit-gop-tax-cuts â€¦,0,neutral,
realDonaldTrump,6/7/2018 8:49,â€œTotal jobless claims running at lowest level in 44 yearsâ€ https://www. washingtonexaminer.com/policy/economy /total-jobless-claims-running-at-lowest-level-in-44-years â€¦,0,neutral,
realDonaldTrump,6/7/2018 8:42,MAKING AMERICA GREAT AGAIN! pic.twitter.com/KppRUU5OZ3,1,positive,
realDonaldTrump,6/7/2018 8:15,The Obama Administration is now accused of trying to give Iran secret access to the financial system of the United States. This is totally illegal. Perhaps we could get the 13 Angry Democrats to divert some of their energy to this â€œmatterâ€ (as Comey would call it). Investigate!,-0.38125,negative,
realDonaldTrump,6/7/2018 8:10,When will people start saying  â€œthank you  Mr. President  for firing James Comey?â€,0,neutral,
realDonaldTrump,6/7/2018 7:07,Our Justice Department must not let Awan & Debbie Wasserman Schultz off the hook. The Democrat I.T. scandal is a key to much of the corruption we see today. They want to make a â€œplea dealâ€ to hide what is on their Server. Where is Server? Really bad!,-0.225,negative,
realDonaldTrump,6/7/2018 7:01,Looking forward to seeing my friend Prime Minister @AbeShinzo of Japan at noon. Will be discussing North Korea and Trade.,0,neutral,
realDonaldTrump,6/7/2018 6:49,How could Jeff Flake  who is setting record low polling numbers in Arizona and was therefore humiliatingly forced out of his own Senate seat without even a fight (and who doesnâ€™t have a clue)  think about running for office  even a lower one  again? Letâ€™s face it  heâ€™s a Flake!,0.15,positive,
realDonaldTrump,6/7/2018 6:07,When and where will all of the many conflicts of interest be listed by the 13 Angry Democrats (plus) working on the Witch Hunt Hoax. There has never been a group of people on a case so biased or conflicted. It is all a Democrat Excuse for LOSING the Election. Where is the server?,-0.016666667,negative,
realDonaldTrump,6/7/2018 6:05,Alan Dershowitz  Harvard Law Professor: â€œIt all proves that we never needed a Special Counsel....All of this could have been done by the Justice Dept. Donâ€™t need a multi-million dollar group of people with a target on someoneâ€™s back. Not the way Justice should operate.â€ So true!,0.273660714,positive,
realDonaldTrump,6/7/2018 5:07,Good luck to Alice Johnson. Have a wonderful life!,0.85,positive,
realDonaldTrump,6/7/2018 4:57,Isnâ€™t it Ironic? Getting ready to go to the G-7 in Canada to fight for our country on Trade (we have the worst trade deals ever made)  then off to Singapore to meet with North Korea & the Nuclear Problem...But back home we still have the 13 Angry Democrats pushing the Witch Hunt!,-0.245,negative,
realDonaldTrump,6/8/2018 4:22,I am heading for Canada and the G-7 for talks that will mostly center on the long time unfair trade practiced against the United States. From there I go to Singapore and talks with North Korea on Denuclearization. Wonâ€™t be talking about the Russian Witch Hunt Hoax for a while!,-0.1625,negative,
realDonaldTrump,6/8/2018 4:12,Congratulations to the Washington Capitals on their GREAT play and winning the Stanley Cup Championship. Alex Ovechkin  the team captain  was spectacular - a true Superstar! D.C. is popping  in many ways. What a time!,0.5925,positive,
realDonaldTrump,6/8/2018 3:25,Looking forward to straightening out unfair Trade Deals with the G-7 countries. If it doesnâ€™t happen  we come out even better!,0.0625,positive,
realDonaldTrump,6/8/2018 3:16,Canada charges the U.S. a 270% tariff on Dairy Products! They didnâ€™t tell you that  did they? Not fair to our farmers!,-0.4375,negative,
realDonaldTrump,6/8/2018 3:06,Obama  Schumer and Pelosi did NOTHING about North Korea  and now weak on Crime  High Tax Schumer is telling me what to do at the Summit the Dems could never set up. Schumer failed with North Korea and Iran  we donâ€™t need his advice!,-0.28,negative,
realDonaldTrump,6/7/2018 19:15,Why isnâ€™t the European Union and Canada informing the public that for years they have used massive Trade Tariffs and non-monetary Trade Barriers against the U.S. Totally unfair to our farmers  workers & companies. Take down your tariffs & barriers or we will more than match you!,-0.005092593,negative,
realDonaldTrump,6/9/2018 16:04,PM Justin Trudeau of Canada acted so meek and mild during our @G7 meetings only to give a news conference after I left saying that  â€œUS Tariffs were kind of insultingâ€ and he â€œwill not be pushed around.â€ Very dishonest & weak. Our Tariffs are in response to his of 270% on dairy!,-0.132202381,negative,
realDonaldTrump,6/9/2018 16:03,Based on Justinâ€™s false statements at his news conference  and the fact that Canada is charging massive Tariffs to our U.S. farmers  workers and companies  I have instructed our U.S. Reps not to endorse the Communique as we look at Tariffs on automobiles flooding the U.S. Market!,-0.2,negative,
realDonaldTrump,6/9/2018 13:58,â€¦Create peace and great prosperity for his land. I look forward to meeting him and have a feeling that this one-time opportunity will not be wasted!,0.275,positive,
realDonaldTrump,6/9/2018 13:58,I am on my way to Singapore where we have a chance to achieve a truly wonderful result for North Korea and the World. It will certainly be an exciting day and I know that Kim Jong-un will work very hard to do something that has rarely been done before...,0.305208333,positive,
realDonaldTrump,6/9/2018 13:57,The United States will not allow other countries to impose massive Tariffs and Trade Barriers on its farmers  workers and companies. While sending their product into our country tax free. We have put up with Trade Abuse for many decades â€” and that is long enough.,0.120833333,positive,
realDonaldTrump,6/9/2018 13:56,...U.S.A. Trade. They fully understand where I am coming from. After many decades  fair and reciprocal Trade will happen!,0.6875,positive,
realDonaldTrump,6/9/2018 13:56,Just left the @G7 Summit in beautiful Canada. Great meetings and relationships with the six Country Leaders especially since they know I cannot allow them to apply large Tariffs and strong barriers to...,0.382936508,positive,
realDonaldTrump,6/9/2018 13:43,Just met the new Prime Minister of Italy  @GiuseppeConteIT   a really great guy. He will be honored in Washington  at the @WhiteHouse   shortly. He will do a great job - the people of Italy got it right!,0.418701299,positive,
realDonaldTrump,6/9/2018 13:33,Henry McMaster loves the people of South Carolina and was with me from the beginning. He is strong on Crime and Borders  great for our Military and our Vets. He is doing a fantastic job as your Governor  and has my full endorsement  a special guy. Vote on Tuesday!,0.388293651,positive,
realDonaldTrump,6/9/2018 9:00,. @G7 Press Briefing in Charlevoix  Canada  prior to departing for Singapore! https://www. pscp.tv/w/bevwOTFvTlFs TFJub1dwUXd8MWt2SnBXTU15ZUxHRdm74Zig6bz4zPLpFvWb_smC8Lf4L392APAmLFku8Pgx?t=1s â€¦,0,neutral,
realDonaldTrump,6/8/2018 21:22,My thoughts and prayers are with the families of our serviceman who was killed and his fellow servicemen who were wounded in Somalia. They are truly all HEROES.,-0.2,negative,
realDonaldTrump,6/11/2018 15:04,The fact that I am having a meeting is a major loss for the U.S.  say the haters & losers. We have our hostages  testing  research and all missle launches have stoped  and these pundits  who have called me wrong from the beginning  have nothing else they can say! We will be fine!,-0.060416667,negative,
realDonaldTrump,6/11/2018 14:52,Stock Market up almost 40% since the Election  with 7 Trillion Dollars of U.S. value built throughout the economy. Lowest unemployment rate in many decades  with Black & Hispanic unemployment lowest in History  and Female unemployment lowest in 21 years. Highest confidence ever!,0.111111111,positive,
realDonaldTrump,6/11/2018 14:27,Meetings between staffs and representatives are going well and quickly....but in the end  that doesnâ€™t matter. We will all know soon whether or not a real deal  unlike those of the past  can happen!,-0.20625,negative,
realDonaldTrump,6/11/2018 0:51,Thank you Prime Minister Lee Hsien Loong! pic.twitter.com/8MMYGuOj8Q,0,neutral,
realDonaldTrump,6/10/2018 19:41,Sorry  we cannot let our friends  or enemies  take advantage of us on Trade anymore. We must put the American worker first!,-0.0625,negative,
realDonaldTrump,6/10/2018 18:45,Great to be in Singapore  excitement in the air!,1,positive,
realDonaldTrump,6/10/2018 18:42,....Germany pays 1% (slowly) of GDP towards NATO  while we pay 4% of a MUCH larger GDP. Does anybody believe that makes sense? We protect Europe (which is good) at great financial loss  and then get unfairly clobbered on Trade. Change is coming!,0.095833333,positive,
realDonaldTrump,6/10/2018 18:29,....And add to that the fact that the U.S. pays close to the entire cost of NATO-protecting many of these same countries that rip us off on Trade (they pay only a fraction of the cost-and laugh!). The European Union had a $151 Billion Surplus-should pay much more for Military!,0.15625,positive,
realDonaldTrump,6/10/2018 18:17,Why should I  as President of the United States  allow countries to continue to make Massive Trade Surpluses  as they have for decades  while our Farmers  Workers & Taxpayers have such a big and unfair price to pay? Not fair to the PEOPLE of America! $800 Billion Trade Deficit...,-0.1875,negative,
realDonaldTrump,6/10/2018 18:05,Fair Trade is now to be called Fool Trade if it is not Reciprocal. According to a Canada release  they make almost 100 Billion Dollars in Trade with U.S. (guess they were bragging and got caught!). Minimum is 17B. Tax Dairy from us at 270%. Then Justin acts hurt when called out!,1,positive,
realDonaldTrump,6/12/2018 16:37,It's time for another #MAGA rally. Join me in Duluth  Minnesota on Wednesday  June 20th at 6:30pm! Ticketsâžœ http:// donaldjtrump.com/rallies/duluth -mn-june-2018 â€¦ pic.twitter.com/T6eXenoSxT,0,neutral,
realDonaldTrump,6/12/2018 14:23,Here is the video  â€œA Story of Opportunityâ€ that I shared with Kim Jong-un at the #SingaporeSummit https://www. facebook.com/WhiteHouse/vid eos/1710505219037204/ â€¦ pic.twitter.com/xBKFkDLtj7,0,neutral,
realDonaldTrump,6/12/2018 13:40,...Got along great with Kim Jong-un who wants to see wonderful things for his country. As I said earlier today: Anyone can make war  but only the most courageous can make peace! #SingaporeSummit,0.4375,positive,
realDonaldTrump,6/12/2018 13:40,Heading back home from Singapore after a truly amazing visit. Great progress was made on the denuclearization of North Korea. Hostages are back home  will be getting the remains of our great heroes back to their families  no missiles shot  no research happening  sites closing...,0.366666667,positive,
realDonaldTrump,6/12/2018 13:12,Mark Sanford has been very unhelpful to me in my campaign to MAGA. He is MIA and nothing but trouble. He is better off in Argentina. I fully endorse Katie Arrington for Congress in SC  a state I love. She is tough on crime and will continue our fight to lower taxes. VOTE Katie!,0.102777778,positive,
realDonaldTrump,6/12/2018 12:30,I strongly endorse Adam Laxalt for Governor of Nevada. Adam is smart  works hard  and knows how to win. He will be a great Governor. Also  will fight hard to lower your taxes and is tough on crime!,0.168310658,positive,
realDonaldTrump,6/12/2018 1:02,pic.twitter.com/tJG3KIn2q0,0,neutral,
realDonaldTrump,6/11/2018 17:35,Our Great Larry Kudlow  who has been working so hard on trade and the economy  has just suffered a heart attack. He is now in Walter Reed Medical Center.,0.102083333,positive,
realDonaldTrump,6/11/2018 17:03,Just won big Supreme Court decision on Voting! Great News!,0.5,positive,
realDonaldTrump,6/13/2018 13:50,Congratulations to @KevinCramer on his huge win in North Dakota. We need Kevin in the Senate  and I strongly endorse him. Heidi voted NO on our Tax Cuts  and always will vote no when we need her. Kevin is strong on Crime & Borders  big on Cutting Taxes!,0.219444444,positive,
realDonaldTrump,6/13/2018 13:17,Congratulations to Danny Tarkanian on his big GOP primary win in Nevada. Danny worked hard an got a great result. Looking good in November!,0.430555556,positive,
realDonaldTrump,6/13/2018 13:11,Senator Claire McCaskill of the GREAT State of Missouri flew around in a luxurious private jet during her RV tour of the state. RVâ€™s are not for her. People are really upset  so phony! Josh Hawley should win big  and has my full endorsement.,0.366666667,positive,
realDonaldTrump,6/13/2018 6:30,So funny to watch the Fake News  especially NBC and CNN. They are fighting hard to downplay the deal with North Korea. 500 days ago they would have â€œbeggedâ€ for this deal-looked like war would break out. Our Countryâ€™s biggest enemy is the Fake News so easily promulgated by fools!,-0.083333333,negative,
realDonaldTrump,6/13/2018 4:52,Oil prices are too high  OPEC is at it again. Not good!,-0.13875,negative,
realDonaldTrump,6/13/2018 4:49,The U.S.  together with Mexico and Canada  just got the World Cup. Congratulations - a great deal of hard work!,0.217708333,positive,
realDonaldTrump,6/13/2018 4:10,We save a fortune by not doing war games  as long as we are negotiating in good faith - which both sides are!,0.4125,positive,
realDonaldTrump,6/13/2018 3:01,Before taking office people were assuming that we were going to War with North Korea. President Obama said that North Korea was our biggest and most dangerous problem. No longer - sleep well tonight!,-0.125,negative,
realDonaldTrump,6/13/2018 2:56,Just landed - a long trip  but everybody can now feel much safer than the day I took office. There is no longer a Nuclear Threat from North Korea. Meeting with Kim Jong Un was an interesting and very positive experience. North Korea has great potential for the future!,0.249350649,positive,
realDonaldTrump,6/13/2018 2:55,Congratulations to Corey Stewart for his great victory for Senator from Virginia. Now he runs against a total stiff  Tim Kaine  who is weak on crime and borders  and wants to raise your taxes through the roof. Donâ€™t underestimate Corey  a major chance of winning!,0.156887755,positive,
realDonaldTrump,6/13/2018 2:40,...realize the economy is the best itâ€™s ever been with employment being at an all time high  and many companies pouring back into our country. Wake up Punchy!,0.415,positive,
realDonaldTrump,6/13/2018 2:40,Robert De Niro  a very Low IQ individual  has received too many shots to the head by real boxers in movies. I watched him last night and truly believe he may be â€œpunch-drunk.â€ I guess he doesnâ€™t...,0.14,positive,
realDonaldTrump,6/13/2018 2:37,My political representatives didnâ€™t want me to get involved in the Mark Sanford primary thinking that Sanford would easily win - but with a few hours left I felt that Katie was such a good candidate  and Sanford was so bad  I had to give it a shot. Congrats to Katie Arrington!,0.103125,positive,
realDonaldTrump,6/12/2018 18:14,A year ago the pundits & talking heads  people that couldnâ€™t do the job before  were begging for conciliation and peace - â€œplease meet  donâ€™t go to war.â€ Now that we meet and have a great relationship with Kim Jong Un  the same haters shout out  â€œyou shouldnâ€™t meet  do not meet!â€,0.4,positive,
realDonaldTrump,6/12/2018 17:27,The World has taken a big step back from potential Nuclear catastrophe! No more rocket launches  nuclear testing or research! The hostages are back home with their families. Thank you to Chairman Kim  our day together was historic!,-0.052083333,negative,
realDonaldTrump,6/12/2018 17:11,I want to thank Chairman Kim for taking the first bold step toward a bright new future for his people. Our unprecedented meeting â€“ the first between an American President and a leader of North Korea â€“ proves that real change is possible! pic.twitter.com/yF3iwD23YQ,0.251790634,positive,
realDonaldTrump,6/12/2018 17:02,There is no limit to what NoKo can achieve when it gives up its nuclear weapons and embraces commerce & engagement w/ the world. Chairman Kim has before him the opportunity to be remembered as the leader who ushered in a glorious new era of security & prosperity for his citizens! pic.twitter.com/Xbup4Zyz33,0.170454545,positive,
realDonaldTrump,6/14/2018 10:34,Happy #FlagDay pic.twitter.com/KEUMfnoHIv,0.8,positive,
